tweet_id,tweet_text,class_label,predicted_label,confidence,entropy
735891446960623616,"RT @DonBradshawNTV: How @MarshallAmpsUK came to the assistance of Fort McMurray wildfire victim, tonite on @NTVNewsNL at 6 pm.",other_relevant_information,rescue_volunteering_or_donation_effort,0.9,
733665357236342784,Interesting insights on the shifting communications landscape from 2013 floods to todays #wildfire  #smem #cdnpoli,other_relevant_information,not_humanitarian,0.9,
731976125279289349,Active Fires - Ontario  #on411 #onfires #wildfire #manitoba411 #mbfires,caution_and_advice,not_humanitarian,0.9,
735938864251064320,"Sometimes when a person wants free food, he/she gets it, but from a different source.",other_relevant_information,not_humanitarian,0.9,
730171221862551553,Are we sure we dont need more help? #FortMacFire,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,0.9,
732966897642295297,"RT @Blubdha: Beastly Alberta wildfire just wont die, as it grows to 423,000 hectares",caution_and_advice,infrastructure_and_utility_damage,0.85,
728627443406344192,Catastrophic Canadian Wildfire Is a Sign of Destruction to Come  #science,other_relevant_information,not_humanitarian,0.9,
729658483948302336,Great tale from @ReutersWinnipeg: #Canada firefighters battled blaze as own homes burned down,infrastructure_and_utility_damage,not_humanitarian,0.9,
729050159393312768,Or stay up to date on wildfires on the Alberta Emergency Alert and Alberta Wildfire apps #fortmacfire Notley,caution_and_advice,other_relevant_information,0.9,
732662103576875011,"Saskatchewan is dealing with the same weather system as Alberta, making for conditions that fan wildfire flames",other_relevant_information,caution_and_advice,0.85,
735892659504435200,"RT @Emily_Mertz: Fire Aid for #ymm concert includes: Corb Kund, Randy Bachman, Brett Kissel, Dean Brody WATCH LIVE:",rescue_volunteering_or_donation_effort,not_humanitarian,0.9,
730115410851463172,Henry Schein Disaster Relief Hotline Open to Support Customers Alberta - Oral Health Group  via @Oralhealthgroup,rescue_volunteering_or_donation_effort,other_relevant_information,0.9,
730824010506768385,Beresford Lake Campground in Nopiming will remain closed due to the active wildfire #mbfire,other_relevant_information,infrastructure_and_utility_damage,0.9,
