tweet_id,tweet_text,class_label,predicted_label,confidence,entropy
1064599072151990273,"California’s utility, PG&amp;E was responsible for 16 of the fires that have ravaged CA. Victims of the CA Paradise fire are now suing the utility for the current fire. However, PG&amp;E and the Cali. PUC want to pass the wildfire costs to customers. Read more:",other_relevant_information,infrastructure_and_utility_damage,0.9,
1061306622801141760,RT @GabbyVatistas: You’re a disgrace to humanity.,other_relevant_information,not_humanitarian,0.9,
1062448607515701248,A heartwarming story amid such tragedy in Butte County. I hope more families get positive news like this. The death toll of #CampFire now at 42.,injured_or_dead_people,sympathy_and_support,0.9,
1064795683234795525,"2018 California Fires, Paradise, Malibu, 2017 California Fires, Dew Lase  via @YouTube",other_relevant_information,not_humanitarian,0.9,
1063463324879208448,This guy is demented &amp; always has been. Everything WRONG in CA can be laid at this commies feet. But on the other hand the brain dead zombies of LaLa Land keep electing this piece of human waste. So I guess ultimately its their own damn fault. Yet they want OUR $ for fires,other_relevant_information,not_humanitarian,0.95,
1061720700367634433,"Time to be serious. My best friend lost her home in Malibu Lake, California due to the wildfires + has started a GoFundme for #MalibuLakeside + #MalibuLake Community. Please donate whatever you can. This area was also affected by a mass shooting. ❤️",rescue_volunteering_or_donation_effort,requests_or_urgent_needs,0.9,
1065450714078609413,RT @azcentral: APS is sending about 40 workers to California to repair power lines damaged by the Camp Fire.,rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,0.9,
1062857229563387904,"@SenKamalaHarris @RonWyden That is totally true, but we have a genuine housing crisis in #California and it is getting worse with every wildfire destroying entire communities at a time. Please do something to address our needs! Rent control cant help when the supply of housing literally cannot meet demand",infrastructure_and_utility_damage,requests_or_urgent_needs,0.9,
1063094107092979712,NOTHING TO SEE HERE!! JUST #Agenda21 #Agenda2030 CONTINUING! PREDICTED #FakeVirus #Chemtrails #Geoengineering #WeatherWarfare Norovirus Outbreak Reported in California Fire Shelter as Death Toll Hits 56-  Via - @NeonNettle #NeonNettle,injured_or_dead_people,not_humanitarian,0.9,
1061270533679902721,"Trump to sexual assault victims: its your own fault Trump to mass shooting victims: its your own fault Trump to California wildfire victims: its your own fault me to Trump, after he lands his colluding ass in prison: its your own faultasshole",other_relevant_information,not_humanitarian,0.95,
1063169817795067904,"The Local Assistance Center will host local, state, and federal agencies along with community organizations, to answer questions about disaster assistance. The center at 1982 E. 20th St. will be open 9 a.m. to 7 p.m. daily. #ParadiseFire #ParadiseCA",other_relevant_information,caution_and_advice,0.9,
1061706893083791360,"Fred Dursts Home Destroyed, TOOLs Adam Jones &amp; RHCPs Flea Evacuated From Their Homes In California Wildfires :",infrastructure_and_utility_damage,displaced_people_and_evacuations,0.9,
1065301253226459137,"RT @jen_burs: Please give ὤFὉ5.. Grass Valley , Nevada City, Marysville area for Camp Fire victims . Thank you @Radiokvmr ὄD",rescue_volunteering_or_donation_effort,requests_or_urgent_needs,0.95,
1063365381404921857,"RT @JacloPac: Camp Fire Update: More Than 600 People Missing, 63 Dead in California’s Deadliest Wildfire.",injured_or_dead_people,missing_or_found_people,0.9,
1066309071819689985,"Great reporting on the fire trends in CA - 50% less fires over past 30 years, but number of homes has grown from 607k (1940) to 6.7 million (2010) - greater home property losses/fire. Well worth the 5 min read, points to further study.",other_relevant_information,not_humanitarian,0.95,
1067745836304543745,"Sunrise over Base Camp, the @Cal_OES staging area for emergency managers, first responders and resources for response to the Camp Fire",rescue_volunteering_or_donation_effort,not_humanitarian,0.9,
1061319817280376833,"People suffering here in the fires in California, along with our fire fighters and police, our lands, the environment, school systems, families and children and their homesand Trump makes a comment like this",not_humanitarian,sympathy_and_support,0.85,
1065535633672802305,"Scarred Landscape - nasa: With California wildfires still burning, the 2018 fire season continues to leave",other_relevant_information,not_humanitarian,0.9,
1064643744396386304,Absolutely heartbreaking coverage of the California fires.,sympathy_and_support,not_humanitarian,0.9,
1063137217483288583,"Camp Fire: They survived, their homes burned, where will Paradise residents go?",infrastructure_and_utility_damage,displaced_people_and_evacuations,0.9,
1061358692828884995,Beach conditions in #santa monica / unbelievable dense smoke from the fires being whisked southward as winds pick up. #california @ Santa Monica Pier,caution_and_advice,not_humanitarian,0.9,
1061733448833032195,RT @tvkatesnow: This tore me up. We continue to cover the fires tonight @NBCNightlyNews,other_relevant_information,not_humanitarian,0.9,
1064315320712736768,RT @_HoboJohnson: people are losing theirs homes and lives. please help if you have the means,requests_or_urgent_needs,sympathy_and_support,0.9,
1065645659745861632,Blanket statements that its all about climate and fire-unwise WUI are as wrong as assertions it’s all about fuels &amp; bad forest management. These are causal in different degrees in different areas. We need better policies AND more managed fires AND chainsaws to live with wildfire.,other_relevant_information,not_humanitarian,0.9,
1061258388737351680,"Camp Fire, Butte county , CA, 9 fatalities, 90,000 acres, 5% contained, 6454 homes destroyed, 15,000 structures threatened.",infrastructure_and_utility_damage,injured_or_dead_people,0.9,
1067599770833825793,"Dear Liberals, this is what the US Department of Agriculture Forestry Service calls a brush rake, for clearing underbrush &amp; debris from forest floors that builds up &amp; creates fuel for wildfires. You look stupid trying to make fun of Trump for telling California to rake the forest",other_relevant_information,not_humanitarian,0.95,
1062079725290418178,RT @AJ_CFD: 53 CA Firefighters Lose Homes to Blaze,infrastructure_and_utility_damage,injured_or_dead_people,0.8,
1070753798606516225,"@SenSchumer None of these things are due to so-called climate change, and the fires in California are the result of poor decisions by government officials to prohibit the clearing of dried brush and dead trees, claiming concern for the environment. Storms and hurricanes occur naturally.",other_relevant_information,not_humanitarian,0.95,
1061314311455301632,"Paradise fire ὒ5 becomes one of California’s worst: 6,700 structures lost; at least nine dead - Los Angeles Times  @paigestjohn @LouisSahagun @andreamcastillo @TarynLuna @annamphillips",infrastructure_and_utility_damage,injured_or_dead_people,0.9,
1061216095351169024,"Firefighters, inmates work to battle California wildfires @msnbcLockup  #lockup",rescue_volunteering_or_donation_effort,not_humanitarian,0.9,
1062379503891169281,"This drew sharp rebuke from officials, both for the threat to withhold funding during an emergency and for oversimplifying the fires destruction. @CAPolitiFact fact-checked there is no reason for California’s fires other than poor forest management.",other_relevant_information,not_humanitarian,0.9,
1061343456654774272,@TheMistressTea @BLKMistresses It makes me appreciate how big America actually is when you’re having snow and then there are the terrible fires in California xx,other_relevant_information,not_humanitarian,0.9,
1063133713616187393,"People are relying on #RedCross reunification services, including use of the Safe and Well website. There are just over 5,700 Safe and Well registrations for the wildfires, as many as 63,600 searches, and more than 1100 matches through Safe and Well. #California #CampFire",rescue_volunteering_or_donation_effort,missing_or_found_people,0.9,
1061694015156994048,California is not doing any prescribed burning which needs to be done if you want control forest fires!,not_humanitarian,caution_and_advice,0.9,
1063134683939201025,California doesnt manage its forests for 20 years then blames the intensity and destructive level of its fires on global warming. Brilliant.,other_relevant_information,not_humanitarian,0.95,
1061700363496161282,"Photos: The Woolsey Fire Leaves Devastation in Malibu, California - 35 recent images from Southern California, of one of the several major wildfires raging across the state.",other_relevant_information,infrastructure_and_utility_damage,0.9,
1065328730162122752,Why in the hell dont they put all the victims from the California fires in all those gems trailers that are just sitting there doing NOTHING?????,other_relevant_information,not_humanitarian,0.9,
1061350732727644160,Fires are dangerously polluting Californias air. Some cities are handing out masks  via @latimes,other_relevant_information,caution_and_advice,0.9,
1064430821828775938,"@JerryBrownGov and @GavinNewsom continue to blame climate for fire. Don’t clear the forest, kiss a*s of environmental morons and leave tinder to blow up in faces of innocent. Lives lost, college students semesters wrecked, air quality is worst in world, people hiding in homes",not_humanitarian,injured_or_dead_people,0.85,
1064659382607110144,"Most local governments dealing with California’s deadly wildfires won’t see their credit ratings downgraded, according to a weekly Moody’s Investors Service report:  @MoodysInvSvc h/t @DaveNyczepir #CACounties #CAFire #creditrating #wildfires",caution_and_advice,not_humanitarian,0.95,
1065956113051512832,Why disaster relief is so hard,rescue_volunteering_or_donation_effort,not_humanitarian,0.9,
1065982540622819328,#Why #DisasterRelief is#SoHard  via @voxdotcom #News #CampFire #California #Donations #Disaster #Relief #IsHard #CaliforniaWildfire #Wildfire,rescue_volunteering_or_donation_effort,not_humanitarian,0.9,
1064123344386252800,Is their a reason the news media did not do much reporting during the fires and still is having a hard time giving California much airplay on these horrific un- natural disasters? When they do report usually Global Warming is mentioned as the cause.,other_relevant_information,not_humanitarian,0.9,
1066043207572692992,@neeratanden @MollyJongFast Why waste money on this kind of polling? Feed the hungry. Help the California fire victims. Help Puerto Rico The productive possibilities are endless.,rescue_volunteering_or_donation_effort,requests_or_urgent_needs,0.9,
1061321600291799040,@zachbraff Well the last big fires in California also escalated due to two agencies squabbling. Federal forestry service vs cal fire fighters.,other_relevant_information,not_humanitarian,0.9,
1065608164828172288,Happy Thanksgiving from Intterra! ᾘ3 We are thankful for the firefighters and first responders for their incredible courage in the face of grave danger during the California wildfires this November. #CampFire #HillFire #WoolseyFire #thanksgiving2019 #thankful,sympathy_and_support,not_humanitarian,0.9,
1065896129945108480,Camp Fire Evacuees Celebrate Thanksgiving With Neighbors: Hundreds of fire victims near the,other_relevant_information,displaced_people_and_evacuations,0.9,
1065997347539185666,"Firefighter Saves Cat From Wildfire In California And Now She Won’t Leave Him Alone A firefighter in California was sent to battle the blaze that was happening in and around the town of Paradise where it destroyed almost 10,000 homes. CLICK to watch &gt;",rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,0.9,
1062096148637380609,The Game thinks the 3 wildfires in California have been started by someone to distract us from the Borderline Bar shooting that killed 12 people near Thousand Oaks last Wednesday,injured_or_dead_people,not_humanitarian,0.9,
1065198083359813632,"A wonderful response, @penguinrandom , to this crisis that has destroyed property, taken lives, and displaced thousands of people. No doubt some schools have lost their library holdings. That would be another welcome donation.",rescue_volunteering_or_donation_effort,infrastructure_and_utility_damage,0.8,
1061360115088089088,"RT @dianaaitchison: Trump blames ‘gross mismanagement’ as wildfires leave trail of death, destruction in California",injured_or_dead_people,infrastructure_and_utility_damage,0.8,
1062078801402847237,Good break down of the numbers in the California fires. MORE AT 4PM,other_relevant_information,not_humanitarian,0.9,
1061262769431941120,"RT nytimes: Even in a state hardened to the ravages of wildfires, the infernos that raged at both ends of California on Friday were overpowering.",other_relevant_information,not_humanitarian,0.9,
1063965934031917056,Ranch owners return to find 29 horses dead in California wildfires  via @MailOnline abominable evil owners! Why didn’t they free the horses?,other_relevant_information,injured_or_dead_people,0.9,
1061319790340452352,"#Trump, aka President Fuck Nuts blames California for the fires, when Californias forests are FEDERAL LAND. California controls 2% of its forests. If mismanagement is to blame for the fires, its #TrumpAdministration who mismanaged it. #LiarInChief #hypocrite #TrumpTreason",other_relevant_information,not_humanitarian,0.95,
1064144289146564608,"Another highly unusual issue with the California wild fires is the melting of aluminum and steel. Forest fires cannot melt steel beams. Also, if you look in the first photo, only the car has been damaged, but all surrounding areas are fine? Can anyone explain this?",other_relevant_information,not_humanitarian,0.95,
1065609590639779840,@AaronRodgers12 Replying to @AaronRodgers12 #Retweet4good California Fires,other_relevant_information,not_humanitarian,0.9,
1065283463861993472,They are almost home for #THANKSGIVING Our #Baytown #firefighters @BaytownFire are outside of San Antonio now making their way back with their caravan after fighting the #California #wildfires @KHOU @abc13houston @FOX26Houston @KPRC2 @HoustonChron,rescue_volunteering_or_donation_effort,not_humanitarian,0.9,
1062426320867639296,RT @TheSun: California Ford dealership’s ‘smoking hot deals’ ad slammed as wildfires death toll hits 44,injured_or_dead_people,not_humanitarian,0.9,
1062613063008841728,Camp Fire Incident Update 11.13.18 PM #campfire @ButteSheriff @CountyofButte @townofparadise @chicofd @chicopolice @CHP_Valley @CHP_Oroville @CHP_Chico,caution_and_advice,not_humanitarian,0.9,
